ID	TYPE	CONCEPT	DOCULECT	TOKENS	COGID	FORM	NOTE	ALIGNMENT
315	0 xia	幽 (xia)	Zhou	i əu . ˩	158	gʰiəu˩ / xiəu˥˩ / liəu˩ / tsiəu˥˩ / ʃiəu˥˩	?	i əu . ˩
316	0 xia	幽 (xia)	Baxter	j !? . X	158	gʰiəu˩ / xiəu˥˩ / liəu˩ / tsiəu˥˩ / ʃiəu˥˩	?	j !? . X
317	0 xia	广 (xia)	Zhou	ĭ ɐ m ˥	159	kʰĭɐm˥ / ʔĭɐm˥	?	ĭ ɐ m ˥
318	0 xia	广 (xia)	Baxter	j !? m .	159	kʰĭɐm˥ / ʔĭɐm˥	?	j !? m .
319	0 xia	庱 (xia)	Zhou	ĭ ə ŋ ˥	160	ʃĭəŋ˥	?	ĭ ə ŋ ˥
320	0 xia	庱 (xia)	Baxter	j !? ng .	160	ʃĭəŋ˥	?	j !? ng .
321	0 xia	庸 (xia)	Zhou	ĭw o ŋ ˩	161	ʑĭwoŋ˩	?	ĭw o ŋ ˩
322	0 xia	庸 (xia)	Baxter	jw !? ng X	161	ʑĭwoŋ˩	?	jw !? ng X
323	0 xia	引 (xia)	Zhou	ĭ ĕ n ˥	162	ŋĭĕn˥ / ɖʰĭĕn˥	?	ĭ ĕ n ˥
324	0 xia	引 (xia)	Baxter	j !? n .	162	ŋĭĕn˥ / ɖʰĭĕn˥	?	j !? n .
325	0 xia	弟 (xia)	Zhou	i ei . ˥	163	ʔiei˥	?	i ei . ˥
326	0 xia	弟 (xia)	Baxter	j !? . .	163	ʔiei˥	?	j !? . .
327	0 xia	彪 (xia)	Zhou	i əu . ˩	164	bʰiəu˩ / miəu˩	?	i əu . ˩
328	0 xia	彪 (xia)	Baxter	j !? . X	164	bʰiəu˩ / miəu˩	?	j !? . X
329	0 xia	很 (xia)	Zhou	. ə n ˥	165	kʰən˥ / kən˥	?	. ə n ˥
330	0 xia	很 (xia)	Baxter	. !? n .	165	kʰən˥ / kən˥	?	. !? n .
331	0 xia	心 (xia)	Zhou	ĭ ĕ m ˥˩	166	tsĭĕm˥˩ / ɳĭĕm˩	?	ĭ ĕ m ˥˩
332	0 xia	心 (xia)	Baxter	j !? m X	166	tsĭĕm˥˩ / ɳĭĕm˩	?	j !? m X
333	0 xia	恨 (xia)	Zhou	. ə n ˩˥	167	kən˩˥ / ŋən˩˥ / ʔən˩˥	?	. ə n ˩˥
334	0 xia	恨 (xia)	Baxter	. !? n .	167	kən˩˥ / ŋən˩˥ / ʔən˩˥	?	. !? n .
335	0 xia	恩 (xia)	Zhou	. ə n ˩	168	ɣən˩	?	. ə n ˩
336	0 xia	恩 (xia)	Baxter	. !? n X	168	ɣən˩	?	. !? n X
337	0 xia	悦 (xia)	Zhou	ĭw ɛ t .	169	tsĭwɛt	?	ĭw ɛ t .
338	0 xia	悦 (xia)	Baxter	j e t .	169	tsĭwɛt	?	j e t .
339	0 xia	情 (xia)	Zhou	ĭ ɛ ŋ ˥˩	170	tsʰĭɛŋ˥˩	?	ĭ ɛ ŋ ˥˩
340	0 xia	情 (xia)	Baxter	j !? ng X	170	tsʰĭɛŋ˥˩	?	j !? ng X
341	0 xia	惠 (xia)	Zhou	iw ei . ˩˥	171	kiwei˩˥ / xiwei˩˥	?	iw ei . ˩˥
342	0 xia	惠 (xia)	Baxter	jw !? . .	171	kiwei˩˥ / xiwei˩˥	?	jw !? . .
343	0 xia	愜 (xia)	Zhou	i e p .	172	tiep	?	i e p .
344	0 xia	愜 (xia)	Baxter	j !? p .	172	tiep	?	j !? p .
345	0 xia	愷 (xia)	Zhou	. ɒi . ˥	173	pʰɒi˥	?	. ɒi . ˥
346	0 xia	愷 (xia)	Baxter	. !? . .	173	pʰɒi˥	?	. !? . .
347	0 xia	慃 (xia)	Zhou	. ɔ ŋ ˥	174	xɔŋ˥	?	. ɔ ŋ ˥
348	0 xia	慃 (xia)	Baxter	. !? ng .	174	xɔŋ˥	?	. !? ng .
349	0 xia	憩 (xia)	Zhou	ĭ ɛi . ˩˥	175	gʰĭɛi˩˥	?	ĭ ɛi . ˩˥
350	0 xia	憩 (xia)	Baxter	j !? . .	175	gʰĭɛi˩˥	?	j !? . .
351	0 xia	戢 (xia)	Zhou	ĭ ĕ p .	176	ʧʰĭĕp / dʒʰĭĕp	?	ĭ ĕ p .
352	0 xia	戢 (xia)	Baxter	j !? p .	176	ʧʰĭĕp / dʒʰĭĕp	?	j !? p .
353	0 xia	戹 (xia)	Zhou	. æ k .	177	ɳæk	?	. æ k .
354	0 xia	戹 (xia)	Baxter	. !? k .	177	ɳæk	?	. !? k .
355	0 xia	戾 (xia)	Zhou	i ei . ˩˥	178	ţʰiei˩˥	?	i ei . ˩˥
356	0 xia	戾 (xia)	Baxter	j !? . .	178	ţʰiei˩˥	?	j !? . .
357	0 xia	打 (xia)	Zhou	. ɐ ŋ ˥	179	lɐŋ˥	?	. ɐ ŋ ˥
358	0 xia	打 (xia)	Baxter	. !? ng .	179	lɐŋ˥	?	. !? ng .
359	0 xia	拯 (xia)	Zhou	ĭ ə ŋ ˥	180	ţʰĭəŋ˥ / gʰĭəŋ˥	?	ĭ ə ŋ ˥
360	0 xia	拯 (xia)	Baxter	j !? ng .	180	ţʰĭəŋ˥ / gʰĭəŋ˥	?	j !? ng .
361	0 xia	拱 (xia)	Zhou	ĭw o ŋ ˥	181	sĭwoŋ˥ / xĭwoŋ˥	?	ĭw o ŋ ˥
362	0 xia	拱 (xia)	Baxter	jw !? ng .	181	sĭwoŋ˥ / xĭwoŋ˥	?	jw !? ng .
363	0 xia	捶 (xia)	Zhou	ĭw e . ˥	182	jĭwe˥	?	ĭw e . ˥
364	0 xia	捶 (xia)	Baxter	w !? . .	182	jĭwe˥	?	w !? . .
365	0 xia	摑 (xia)	Zhou	w æ k .	183	ʧwæk	?	w æ k .
366	0 xia	摑 (xia)	Baxter	w !? k .	183	ʧwæk	?	w !? k .
367	0 xia	摘 (xia)	Zhou	. æ k .	184	læk	?	. æ k .
368	0 xia	摘 (xia)	Baxter	. !? k .	184	læk	?	. !? k .
369	0 xia	撗 (xia)	Zhou	w ɐ ŋ ˥˩	185	xwɐŋ˥˩	?	w ɐ ŋ ˥˩
370	0 xia	撗 (xia)	Baxter	w !? ng X	185	xwɐŋ˥˩	?	w !? ng X
371	0 xia	擬 (xia)	Zhou	ĭ ə . ˥	186	ʔĭə˥	?	ĭ ə . ˥
372	0 xia	擬 (xia)	Baxter	j !? . .	186	ʔĭə˥	?	j !? . .
373	0 xia	擭 (xia)	Zhou	w ɐ k .	187	kʰwɐk	?	w ɐ k .
374	0 xia	擭 (xia)	Baxter	w !? k .	187	kʰwɐk	?	w !? k .
375	0 xia	攝 (xia)	Zhou	ĭ ɛ p .	188	ʑĭɛp	?	ĭ ɛ p .
376	0 xia	攝 (xia)	Baxter	j !? p .	188	ʑĭɛp	?	j !? p .
377	0 xia	斗 (xia)	Zhou	. əu . ˥	189	ləu˥	?	. əu . ˥
378	0 xia	斗 (xia)	Baxter	. !? . .	189	ləu˥	?	. !? . .
379	0 xia	斬 (xia)	Zhou	. ɐ m ˥	190	ɣɐm˥ / kɐm˥ / ʃɐm˥ / xɐm˥	?	. ɐ m ˥
380	0 xia	斬 (xia)	Baxter	. !? m .	190	ɣɐm˥ / kɐm˥ / ʃɐm˥ / xɐm˥	?	. !? m .
381	0 xia	旁 (xia)	Zhou	. ɑ ŋ ˥˩	191	pɑŋ˥˩	?	. ɑ ŋ ˥˩
382	0 xia	旁 (xia)	Baxter	. !? ng X	191	pɑŋ˥˩	?	. !? ng X
383	0 xia	旬 (xia)	Zhou	ĭu ĕ n ˩	192	dzʰĭuĕn˩	?	ĭu ĕ n ˩
384	0 xia	旬 (xia)	Baxter	jw !? n X	192	dzʰĭuĕn˩	?	jw !? n X
385	0 xia	昉 (xia)	Zhou	ĭw a ŋ ˥	193	xĭwaŋ˥	?	ĭw a ŋ ˥
386	0 xia	昉 (xia)	Baxter	jw !? ng .	193	xĭwaŋ˥	?	jw !? ng .
387	0 xia	曲 (xia)	Zhou	ĭw o k .	194	pĭwok	?	ĭw o k .
388	0 xia	曲 (xia)	Baxter	j !? k .	194	pĭwok	?	j !? k .
389	0 xia	最 (xia)	Zhou	u ɑi . ˩˥	195	tsʰuɑi˩˥	?	u ɑi . ˩˥
390	0 xia	最 (xia)	Baxter	w aj . H	195	tsʰuɑi˩˥	?	w aj . H
391	0 xia	朕 (xia)	Zhou	ĭ ĕ m ˥	196	tsĭĕm˥ / ʧʰĭĕm˥	?	ĭ ĕ m ˥
392	0 xia	朕 (xia)	Baxter	j !? m .	196	tsĭĕm˥ / ʧʰĭĕm˥	?	j !? m .
393	0 xia	東 (xia)	Zhou	. u ŋ ˥˩	197	xuŋ˥˩ / ŋuŋ˩	?	. u ŋ ˥˩
394	0 xia	東 (xia)	Baxter	. !? ng X	197	xuŋ˥˩ / ŋuŋ˩	?	. !? ng X
395	0 xia	極 (xia)	Zhou	ĭ ə k .	198	xĭək	?	ĭ ə k .
396	0 xia	極 (xia)	Baxter	j !? k .	198	xĭək	?	j !? k .
397	0 xia	楷 (xia)	Zhou	. ɐi . ˥	199	ɣɐi˥	?	. ɐi . ˥
398	0 xia	楷 (xia)	Baxter	. !? . .	199	ɣɐi˥	?	. !? . .
399	0 xia	橫 (xia)	Zhou	w ɐ ŋ ˥˩	200	kwɐŋ˥˩	?	w ɐ ŋ ˥˩
400	0 xia	橫 (xia)	Baxter	w !? ng X	200	kwɐŋ˥˩	?	w !? ng X
401	0 xia	檻 (xia)	Zhou	. a m ˥	201	xam˥ / ʔam˥ / ʃam˥ / ʧʰam˥ / kʰam˥	?	. a m ˥
402	0 xia	檻 (xia)	Baxter	. !? m .	201	xam˥ / ʔam˥ / ʃam˥ / ʧʰam˥ / kʰam˥	?	. !? m .
403	0 xia	此 (xia)	Zhou	ĭ e . ˥	202	tsĭe˥	?	ĭ e . ˥
404	0 xia	此 (xia)	Baxter	j !? . .	202	tsĭe˥	?	j !? . .
405	0 xia	毁 (xia)	Zhou	ĭw e . ˥	203	ŋĭwe˥	?	ĭw e . ˥
406	0 xia	毁 (xia)	Baxter	jw !? . .	203	ŋĭwe˥	?	jw !? . .
407	0 xia	汁 (xia)	Zhou	ĭ ĕ p .	204	tɕʰĭĕp	?	ĭ ĕ p .
408	0 xia	汁 (xia)	Baxter	j !? p .	204	tɕʰĭĕp	?	j !? p .
409	0 xia	泉 (xia)	Zhou	ĭw ɛ n ˥˩	205	tsĭwɛn˥˩	?	ĭw ɛ n ˥˩
410	0 xia	泉 (xia)	Baxter	jw !? n X	205	tsĭwɛn˥˩	?	jw !? n X
411	0 xia	注 (xia)	Zhou	ĭ u . ˩˥	206	ʧʰĭu˩˥ / ţʰĭu˩˥	?	ĭ u . ˩˥
412	0 xia	注 (xia)	Baxter	j !? . .	206	ʧʰĭu˩˥ / ţʰĭu˩˥	?	j !? . .
413	0 xia	涬 (xia)	Zhou	i e ŋ ˥	207	ʔieŋ˥	?	i e ŋ ˥
414	0 xia	涬 (xia)	Baxter	j !? ng .	207	ʔieŋ˥	?	j !? ng .
415	0 xia	淮 (xia)	Zhou	w ɐi . ˥˩	208	kʰwɐi˥˩	?	w ɐi . ˥˩
416	0 xia	淮 (xia)	Baxter	w !? . X	208	kʰwɐi˥˩	?	w !? . X
417	0 xia	湩 (xia)	Zhou	u o ŋ ˥	209	muoŋ˥	?	u o ŋ ˥
418	0 xia	湩 (xia)	Baxter	. !? ng .	209	muoŋ˥	?	. !? ng .
419	0 xia	溜 (xia)	Zhou	ĭ əu . ˩˥	210	tsʰĭəu˩˥	?	ĭ əu . ˩˥
420	0 xia	溜 (xia)	Baxter	j !? . .	210	tsʰĭəu˩˥	?	j !? . .
421	0 xia	滅 (xia)	Zhou	ĭ ɛ t .	211	pʰĭɛt	?	ĭ ɛ t .
422	0 xia	滅 (xia)	Baxter	j !? t .	211	pʰĭɛt	?	j !? t .
423	0 xia	滑 (xia)	Zhou	w æ t	212	ţwæt / ɳwæt / kwæt / ʧwæt / kʰwæt	?	w æ t
424	0 xia	滑 (xia)	Baxter	w !? t .	212	ţwæt / ɳwæt / kwæt / ʧwæt / kʰwæt	?	w !? t .
425	0 xia	漑 (xia)	Zhou	. ɒi . ˩˥	213	ŋɒi˩˥	?	. ɒi . ˩˥
426	0 xia	漑 (xia)	Baxter	. !? . .	213	ŋɒi˩˥	?	. !? . .
427	0 xia	漸 (xia)	Zhou	ĭ ɛ m ˥	214	tsʰĭɛm˥	?	ĭ ɛ m ˥
428	0 xia	漸 (xia)	Baxter	j !? m .	214	tsʰĭɛm˥	?	j !? m .
429	0 xia	潘 (xia)	Zhou	u ɑ n ˥˩	215	puɑn˥˩	?	u ɑ n ˥˩
430	0 xia	潘 (xia)	Baxter	. !? n X	215	puɑn˥˩	?	. !? n X
431	0 xia	焦 (xia)	Zhou	ĭ ɛu . ˩	216	dzʰĭɛu˩	?	ĭ ɛu . ˩
432	0 xia	焦 (xia)	Baxter	j !? . X	216	dzʰĭɛu˩	?	j !? . X
433	0 xia	煙 (xia)	Zhou	i e n ˥˩	217	xien˥˩	?	i e n ˥˩
434	0 xia	煙 (xia)	Baxter	j !? n X	217	xien˥˩	?	j !? n X
435	0 xia	爪 (xia)	Zhou	. au . ˥	218	ʧʰau˥	?	. au . ˥
436	0 xia	爪 (xia)	Baxter	. !? . .	218	ʧʰau˥	?	. !? . .
437	0 xia	爵 (xia)	Zhou	ĭ a . k	219	dzʰĭak	?	ĭ a . k
438	0 xia	爵 (xia)	Baxter	j !? . k	219	dzʰĭak	?	j !? . k
439	0 xia	牒 (xia)	Zhou	i e p	220	xiep	?	i e p
440	0 xia	牒 (xia)	Baxter	j !? . p	220	xiep	?	j !? . p
441	0 xia	犯 (xia)	Zhou	ĭw ɐ m ˥	221	kʰĭwɐm˥ / ţʰĭwɐm˥ / pĭwɐm˥ / pʰĭwɐm˥	?	ĭw ɐ m ˥
442	0 xia	犯 (xia)	Baxter	jw !? m .	221	kʰĭwɐm˥ / ţʰĭwɐm˥ / pĭwɐm˥ / pʰĭwɐm˥	?	jw !? m .
443	0 xia	猛 (xia)	Zhou	w ɐ ŋ ˥	222	kwɐŋ˥ / ʔwɐŋ˥ / bʰɐŋ˥	?	w ɐ ŋ ˥
444	0 xia	猛 (xia)	Baxter	w !? ng .	222	kwɐŋ˥ / ʔwɐŋ˥ / bʰɐŋ˥	?	w !? ng .
445	0 xia	猥 (xia)	Zhou	u ɒi ˥	223	luɒi˥ / tʰuɒi˥ / kʰuɒi˥ / dʰuɒi˥	?	u ɒi ˥
446	0 xia	猥 (xia)	Baxter	w !? . .	223	luɒi˥ / tʰuɒi˥ / kʰuɒi˥ / dʰuɒi˥	?	w !? . .
447	0 xia	瑟 (xia)	Zhou	ĭ e t .	224	ʧĭet / dʒʰĭet	?	ĭ e t .
448	0 xia	瑟 (xia)	Baxter	j !? t .	224	ʧĭet / dʒʰĭet	?	j !? t .
449	0 xia	甾 (xia)	Zhou	ĭ ə . ˩	225	dʐʰĭə˩	?	ĭ ə . ˩
450	0 xia	甾 (xia)	Baxter	j !? . X	225	dʐʰĭə˩	?	j !? . X
451	0 xia	畏 (xia)	Zhou	ĭw əi . ˩˥	226	kʰĭwəi˩˥	?	ĭw əi . ˩˥
452	0 xia	畏 (xia)	Baxter	jw !? . .	226	kʰĭwəi˩˥	?	jw !? . .
453	0 xia	癸 (xia)	Zhou	w i . ˥	227	gʰwi˥ / xwi˥	?	w i . ˥
454	0 xia	癸 (xia)	Baxter	w ij . X	227	gʰwi˥ / xwi˥	?	w ij . X
455	0 xia	皃 (xia)	Zhou	. au . ˩˥	228	pʰau˩˥	?	. au . ˩˥
456	0 xia	皃 (xia)	Baxter	. !? . .	228	pʰau˩˥	?	. !? . .
457	0 xia	皎 (xia)	Zhou	i eu . ˥	229	kʰieu˥	?	i eu . ˥
458	0 xia	皎 (xia)	Baxter	j !? . .	229	kʰieu˥	?	j !? . .
459	0 xia	瞰 (xia)	Zhou	. ɑ m ˩˥	230	ɣɑm˩˥	?	. ɑ m ˩˥
460	0 xia	瞰 (xia)	Baxter	. !? m .	230	ɣɑm˩˥	?	. !? m .
461	0 xia	矜 (xia)	Zhou	ĭ ə ŋ ˩	231	gʰĭəŋ˩ / ʃĭəŋ˥˩	?	ĭ ə ŋ ˩
462	0 xia	矜 (xia)	Baxter	j !? ng X	231	gʰĭəŋ˩ / ʃĭəŋ˥˩	?	j !? ng X
463	0 xia	礦 (xia)	Zhou	w ɐ ŋ ˥	232	kʰwɐŋ˥	?	w ɐ ŋ ˥
464	0 xia	礦 (xia)	Baxter	w !? ng .	232	kʰwɐŋ˥	?	w !? ng .
465	0 xia	禹 (xia)	Zhou	ĭ u . ˥	233	dʒʰĭu˥	?	ĭ u . ˥
466	0 xia	禹 (xia)	Baxter	j !? . .	233	dʒʰĭu˥	?	j !? . .
467	0 xia	私 (xia)	Zhou	. i . ˥˩	234	tsʰi˥˩	?	. i . ˥˩
468	0 xia	私 (xia)	Baxter	. ij . X	234	tsʰi˥˩	?	. ij . X
469	0 xia	穫 (xia)	Zhou	u ɑ k .	235	luɑk	?	u ɑ k .
470	0 xia	穫 (xia)	Baxter	w !? k .	235	luɑk	?	w !? k .
471	0 xia	端 (xia)	Zhou	u ɑ n ˥˩	236	tʰuɑn˥˩	?	u ɑ n ˥˩
472	0 xia	端 (xia)	Baxter	w !? n X	236	tʰuɑn˥˩	?	w !? n X
473	0 xia	篆 (xia)	Zhou	ĭw ɛ n ˥	237	gʰĭwɛn˥	?	ĭw ɛ n ˥
474	0 xia	篆 (xia)	Baxter	jw e n X	237	gʰĭwɛn˥	?	jw e n X
475	0 xia	篤 (xia)	Zhou	u o k .	238	suok	?	u o k .
476	0 xia	篤 (xia)	Baxter	w !? k .	238	suok	?	w !? k .
477	0 xia	簟 (xia)	Zhou	i e m ˥	239	kʰiem˥	?	i e m ˥
478	0 xia	簟 (xia)	Baxter	j !? m .	239	kʰiem˥	?	j !? m .
479	0 xia	籰 (xia)	Zhou	ĭw a k .	240	gʰĭwak	?	ĭw a k .
480	0 xia	籰 (xia)	Baxter	jw a k .	240	gʰĭwak	?	jw a k .
481	0 xia	米 (xia)	Zhou	i ei . ˥	241	piei˥ / pʰiei˥	?	i ei . ˥
482	0 xia	米 (xia)	Baxter	j !? . .	241	piei˥ / pʰiei˥	?	j !? . .
483	0 xia	粉 (xia)	Zhou	ĭu ə n ˥	242	ʔĭuən˥ / mĭuən˥ / ĭuən˥ / kʰĭuən˥ / pʰĭuən˥	?	ĭu ə n ˥
484	0 xia	粉 (xia)	Baxter	jw e n .	242	ʔĭuən˥ / mĭuən˥ / ĭuən˥ / kʰĭuən˥ / pʰĭuən˥	?	jw e n .
485	0 xia	糾 (xia)	Zhou	i əu . ˥	243	ʔiəu˥	?	i əu . ˥
486	0 xia	糾 (xia)	Baxter	j !? . .	243	ʔiəu˥	?	j !? . .
487	0 xia	紖 (xia)	Zhou	ĭ ĕ n ˥	244	dʒʰĭĕn˥	?	ĭ ĕ n ˥
488	0 xia	紖 (xia)	Baxter	j !? n .	244	dʒʰĭĕn˥	?	j !? n .
489	0 xia	統 (xia)	Zhou	u o ŋ ˩˥	245	suoŋ˩˥	?	u o ŋ ˩˥
490	0 xia	統 (xia)	Baxter	w o ng .	245	suoŋ˩˥	?	w o ng .
491	0 xia	綏 (xia)	Zhou	w i . ˥˩	246	tswi˥˩	?	w i . ˥˩
492	0 xia	綏 (xia)	Baxter	w ij . X	246	tswi˥˩	?	w ij . X
493	0 xia	綜 (xia)	Zhou	u o ŋ ˩˥	247	tʰuoŋ˩˥ / muoŋ˩˥	?	u o ŋ ˩˥
494	0 xia	綜 (xia)	Baxter	w !? ng .	247	tʰuoŋ˩˥ / muoŋ˩˥	?	w !? ng .
495	0 xia	維 (xia)	Zhou	w i . ˥˩	248	xwi˥˩	?	w i . ˥˩
496	0 xia	維 (xia)	Baxter	w ij . X	248	xwi˥˩	?	w ij . X
497	0 xia	緩 (xia)	Zhou	u ɑ n ˥	249	tʰuɑn˥	?	u ɑ n ˥
498	0 xia	緩 (xia)	Baxter	w a n .	249	tʰuɑn˥	?	w a n .
499	0 xia	緬 (xia)	Zhou	ĭ ɛ n ˥	250	pĭɛn˥	?	ĭ ɛ n ˥
500	0 xia	緬 (xia)	Baxter	j e n .	250	pĭɛn˥	?	j e n .
501	0 xia	縛 (xia)	Zhou	ĭw a k	251	kĭwak / ĭwak / xĭwak / ʔĭwak / kʰĭwak / pʰĭwak	?	ĭw a k
502	0 xia	縛 (xia)	Baxter	jw a k .	251	kĭwak / ĭwak / xĭwak / ʔĭwak / kʰĭwak / pʰĭwak	?	jw a k .
503	0 xia	繭 (xia)	Zhou	i e n ˥	252	kʰien˥	?	i e n ˥
504	0 xia	繭 (xia)	Baxter	j !? n .	252	kʰien˥	?	j !? n .
505	0 xia	纂 (xia)	Zhou	u ɑ n ˥	253	zuɑn˥	?	u ɑ n ˥
506	0 xia	纂 (xia)	Baxter	w a n .	253	zuɑn˥	?	w a n .
507	0 xia	罽 (xia)	Zhou	ʔ ĭ ɛi ˩˥	254	ʔĭɛi˩˥	?	ʔ ĭ ɛi ˩˥
508	0 xia	罽 (xia)	Baxter	ʔ????	254	ʔĭɛi˩˥	?	ʔ????
509	0 xia	羽 (xia)	Zhou	ĭ u . ˥	255	xĭu˥	?	ĭ u . ˥
510	0 xia	羽 (xia)	Baxter	j !? . .	255	xĭu˥	?	j !? . .
511	0 xia	翦 (xia)	Zhou	ĭ ɛ n ˥	256	zĭɛn˥	?	ĭ ɛ n ˥
512	0 xia	翦 (xia)	Baxter	j e n .	256	zĭɛn˥	?	j e n .
513	0 xia	肌 (xia)	Zhou	. i . ˩	257	ŋi˩	?	. i . ˩
514	0 xia	肌 (xia)	Baxter	. ij . X	257	ŋi˩	?	. ij . X
515	0 xia	腎 (xia)	Zhou	ĭ ĕ n ˥	258	xĭĕn˥	?	ĭ ĕ n ˥
516	0 xia	腎 (xia)	Baxter	j !e n .	258	xĭĕn˥	?	j !e n .
517	0 xia	臡 (xia)	Zhou	i ei . ˩	259	ʑiei˩	?	i ei . ˩
518	0 xia	臡 (xia)	Baxter	j !? . X	259	ʑiei˩	?	j !? . X
519	0 xia	自 (xia)	Zhou	. i . ˩˥	260	tɕʰi˩˥	?	. i . ˩˥
520	0 xia	自 (xia)	Baxter	. ij . .	260	tɕʰi˩˥	?	. ij . .
521	0 xia	艾 (xia)	Zhou	. ɑi . ˩˥	261	xɑi˩˥	?	. ɑi . ˩˥
522	0 xia	艾 (xia)	Baxter	. !ai . .	261	xɑi˩˥	?	. !ai . .
523	0 xia	芻 (xia)	Zhou	ĭ u . ˥˩	262	ʃĭu˥˩	?	ĭ u . ˥˩
524	0 xia	芻 (xia)	Baxter	j !u . X	262	ʃĭu˥˩	?	j !u . X
525	0 xia	范 (xia)	Zhou	ĭw ɐ m ˥	263	mĭwɐm˥	?	ĭw ɐ m ˥
526	0 xia	范 (xia)	Baxter	j æ m .	263	mĭwɐm˥	?	j æ m .
527	0 xia	菊 (xia)	Zhou	ĭ u k .	264	ŋĭuk	?	ĭ u k .
528	0 xia	菊 (xia)	Baxter	j !u k .	264	ŋĭuk	?	j !u k .
529	0 xia	蔑 (xia)	Zhou	i e t .	265	pʰiet	?	i e t .
530	0 xia	蔑 (xia)	Baxter	j !e t .	265	pʰiet	?	j !e t .
531	0 xia	蔽 (xia)	Zhou	ĭ ɛi . ˩˥	266	pʰĭɛi˩˥	?	ĭ ɛi . ˩˥
532	0 xia	蔽 (xia)	Baxter	j !? . .	266	pʰĭɛi˩˥	?	j !? . .
533	0 xia	補 (xia)	Zhou	. u . ˥	267	mu˥	?	. u . ˥
534	0 xia	補 (xia)	Baxter	. !u . .	267	mu˥	?	. !u . .
535	0 xia	襤 (xia)	Zhou	. a m ˥	268	dʒʰam˥	?	. a m ˥
536	0 xia	襤 (xia)	Baxter	. !a m .	268	dʒʰam˥	?	. !a m .
537	0 xia	訐 (xia)	Zhou	ĭ ɐ t .	269	ŋĭɐt	?	ĭ ɐ t .
538	0 xia	訐 (xia)	Baxter	j æ t .	269	ŋĭɐt	?	j æ t .
539	0 xia	話 (xia)	Zhou	. æi . ˩˥	270	mæi˩˥	?	. æi . ˩˥
540	0 xia	話 (xia)	Baxter	. !? . .	270	mæi˩˥	?	. !? . .
541	0 xia	談 (xia)	Zhou	. ɑ m ˥˩	271	xɑm˥˩	?	. ɑ m ˥˩
542	0 xia	談 (xia)	Baxter	. !a m X	271	xɑm˥˩	?	. !a m X
543	0 xia	諍 (xia)	Zhou	. æ ŋ ˩˥	272	pæŋ˩˥	?	. æ ŋ ˩˥
544	0 xia	諍 (xia)	Baxter	. !? ng .	272	pæŋ˩˥	?	. !? ng .
545	0 xia	豸 (xia)	Zhou	ĭ e . ˥	273	ţʰĭe˥	?	ĭ e . ˥
546	0 xia	豸 (xia)	Baxter	j !? . .	273	ţʰĭe˥	?	j !? . .
547	0 xia	貝 (xia)	Zhou	. ɑi . ˩˥	274	mɑi˩˥	?	. ɑi . ˩˥
548	0 xia	貝 (xia)	Baxter	. !? . .	274	mɑi˩˥	?	. !? . .
549	0 xia	資 (xia)	Zhou	. i . ˩	275	dzʰi˩	?	. i . ˩
550	0 xia	資 (xia)	Baxter	. ij . X	275	dzʰi˩	?	. ij . X
551	0 xia	賈 (xia)	Zhou	. a . ˥	276	ţa˥	?	. a . ˥
552	0 xia	賈 (xia)	Baxter	. æ . X	276	ţa˥	?	. æ . X
553	0 xia	賔 (xia)	Zhou	ĭ ĕ n ˥˩	277	pʰĭĕn˥˩	?	ĭ ĕ n ˥˩
554	0 xia	賔 (xia)	Baxter	. i n .	277	pʰĭĕn˥˩	?	. i n .
555	0 xia	贈 (xia)	Zhou	. ə ŋ ˩˥	278	səŋ˩˥	?	. ə ŋ ˩˥
556	0 xia	贈 (xia)	Baxter	. !? ng .	278	səŋ˩˥	?	. !? ng .
557	0 xia	赧 (xia)	Zhou	. a n ˥	279	ɣan˥	?	. a n ˥
558	0 xia	赧 (xia)	Baxter	. æ n .	279	ɣan˥	?	. æ n .
559	0 xia	輟 (xia)	Zhou	ĭw ɛ t .	280	lĭwɛt	?	ĭw ɛ t .
560	0 xia	輟 (xia)	Baxter	jw e t .	280	lĭwɛt	?	jw e t .
561	0 xia	輦 (xia)	Zhou	ĭ ɛ n ˥	281	kĭɛn˥ / gʰĭɛn˥	?	ĭ ɛ n ˥
562	0 xia	輦 (xia)	Baxter	j e n .	281	kĭɛn˥ / gʰĭɛn˥	?	j e n .
563	0 xia	轄 (xia)	Zhou	. a t .	282	nʑat	?	. a t .
564	0 xia	轄 (xia)	Baxter	. æ t .	282	nʑat	?	. æ t .
565	0 xia	迦 (xia)	Zhou	ĭ ɑ . ˩	283	gʰĭɑ˩	?	ĭ ɑ . ˩
566	0 xia	迦 (xia)	Baxter	j a . X	283	gʰĭɑ˩	?	j a . X
567	0 xia	迸 (xia)	Zhou	. æ ŋ ˩˥	284	bʰæŋ˩˥ / ʔæŋ˩˥ / xwæŋ˩˥ / ʧæŋ˩˥	?	. æ ŋ ˩˥
568	0 xia	迸 (xia)	Baxter	. !? ng .	284	bʰæŋ˩˥ / ʔæŋ˩˥ / xwæŋ˩˥ / ʧæŋ˩˥	?	. !? ng .
569	0 xia	郤 (xia)	Zhou	ĭ ɐ k .	285	xĭɐk	?	ĭ ɐ k .
570	0 xia	郤 (xia)	Baxter	j !? k .	285	xĭɐk	?	j !? k .
571	0 xia	酣 (xia)	Zhou	. ɑ m ˥˩	286	tʰɑm˥˩ / mɑm˩	?	. ɑ m ˥˩
